,start,end,x,y,bezit,code
275,2041.3943038242,2051.6340310325,2,2,NEC,Nothing
276,2048.6340310325,2057.7782711823,1,4,NEC,Nothing
277,2059.690686409,2077.2259931081,1,4,NEC,Nothing
278,2074.2259931081,2083.4661530065,2,4,NEC,Nothing
279,2083.9620163126,2089.3779623671,2,1, TEG,Nothing
280,2086.3779623671,2092.0504157445002,3,2, TEG,Nothing
281,2089.0504157445002,2099.6344170632997,2,2, TEG,Nothing
282,2097.6341322421,2101.6347026845,1,2, TEG,Nothing
283,2099.6344178633,2102.4026297673,2,2, TEG,Nothing
284,2102.4026305673,2109.1623198971,2,2, TEG,Nothing
285,2106.1623198971,2110.4902441594,3,2, TEG,Nothing
286,2107.4902441594,2111.4105615206,3,3, TEG,Nothing
287,2108.4105615206,2121.4022240601003,2,3, TEG,Nothing
288,2118.4022240601003,2125.3225269726,2,2, TEG,Nothing
289,2122.3225269726,2129.2183230102,3,3, TEG,Nothing
290,2126.2183230102,2135.3460451899,3,4, TEG,Nothing
291,2132.3460451899,2138.0505352215,2,3, TEG,Nothing
292,2136.1386657609,2142.8423907439,3,2,NEC,Nothing
293,2143.6188857037,2154.2023616335,3,1,NEC,Nothing
294,2151.8903767979,2164.2181822382,1,3, TEG,Nothing
295,2162.3300733232,2166.482059135,2,1,NEC,Nothing
296,2163.482059135,2172.8581161678,3,1,NEC,Nothing
297,2169.8581161678,2176.5779281566,2,2,NEC,Nothing
298,2174.2266504941,2185.7382223185,2,3, TEG,Nothing
299,2184.070594656,2189.4305411604,2,2,NEC,Nothing
300,2187.2863931152,2193.5583589259,1,3, TEG,Nothing
301,2190.5583589259,2197.3900818317,2,4, TEG,Nothing
302,2200.1702998176997,2208.8421676479,3,4, TEG,Nothing
303,2205.8421676479,2212.9304241435,2,4, TEG,Nothing
304,2212.1944153395,2219.5066419039003,1,1,NEC,Nothing
305,2219.2744934989,2222.8464125504997,3,2, TEG,Nothing
306,2222.8464133505,2231.3060649229997,3,2, TEG,Nothing
307,2228.3060649229997,2233.2423771393,2,2, TEG,Nothing
308,2230.2423771393,2239.3061343435,2,3, TEG,Nothing
309,2309.9867788465,2314.2745929689,2,1,NEC,Nothing
310,2311.2745929689,2318.4025970926,1,2,NEC,Nothing
311,2315.4025970926,2326.9383572392003,1,3,NEC,Nothing
312,2324.8102949419,2328.5623334554,2,2, TEG,Nothing
313,2325.5623334554,2333.6500460073003,2,3, TEG,Nothing
314,2330.6500460073003,2340.4663271248,1,3, TEG,Nothing
315,2337.4663271248,2344.0660922402,2,4, TEG,Nothing
316,2342.0503342697,2350.7700539476,2,2,NEC,Nothing
317,2347.7700539476,2354.9699184664,2,3,NEC,Nothing
318,2351.9699184664,2365.1022830885,1,4,NEC,Nothing
319,2362.1022830885,2372.5343660298,1,3,NEC,Nothing
320,2369.5343660298,2375.254205786,1,4,NEC,Nothing
321,2381.4263152548,2398.4896954268,3,1, TEG,Nothing
322,2395.4896954268,2411.9865182674,2,1, TEG,Nothing
323,2432.4414244215,2436.1498233213,3,2, TEG,Nothing
324,2433.3772801841,2438.9223672584,3,3, TEG,Nothing
325,2436.1498241213,2441.8902460295003,3,2, TEG,Nothing
326,2438.8902460295003,2443.3660784937,2,2, TEG,Nothing
327,2440.4181171074,2446.3140406801,2,1, TEG,Nothing
328,2443.3660792937,2453.3461928116,2,2, TEG,Nothing
329,2450.3461928116,2458.7700270979003,3,3, TEG,Nothing
330,2455.7700270979003,2462.7703781504,1,2, TEG,Nothing
331,2459.7703781504,2465.2901682532,2,2, TEG,Nothing
332,2462.2901682532,2467.7301117439997,2,3, TEG,Nothing
333,2464.7301117439997,2473.7297983352,3,3, TEG,Nothing
334,2470.7297983352,2480.1063148341,2,3, TEG,Nothing
335,2477.1063148341,2485.0820212892,1,3, TEG,Nothing
336,2482.0820212892,2487.3705025257,1,2, TEG,Nothing
337,2484.3705025257,2490.8262336694,2,2, TEG,Nothing
338,2487.8262336694,2503.0024951635996,2,1, TEG,Nothing
339,2500.0024951635996,2504.1784056182,2,3, TEG,Nothing
340,2502.5304717579997,2507.79427963,2,1,NEC,Nothing
341,2504.79427963,2514.4667129892,1,1,NEC,Nothing
342,2511.4667129892,2515.7065893035,2,1,NEC,Nothing
343,2515.7065901035003,2527.8266087421,2,1,NEC,Nothing
344,2524.8266087421,2535.2664529542003,2,3,NEC,Nothing
345,2532.2664529542003,2535.8424071954,2,2,NEC,Nothing
346,2532.8424071954,2541.8261449003,3,2,NEC,Nothing
347,2538.8261449003,2544.99404276,3,3,NEC,Nothing
348,2545.7305098932,2551.1623629438,1,2, TEG,Nothing
349,2548.1623629438,2562.1939800442,1,3, TEG,Nothing
350,2559.1939800442,2565.7625274722,2,3, TEG,Nothing
351,2566.0023301654,2572.4261567426,2,2,NEC,Nothing
352,2569.4261567426,2576.2425525351,1,2,NEC,Nothing
353,2574.0985542048,2579.3224520696,2,2, TEG,Nothing
354,2576.3224520696,2582.8262453627,2,3, TEG,Nothing
355,2584.2104789475,2589.5144954098,2,1,NEC,Nothing
