,start,end,x,y,bezit,code
235,1400.244127016,1413.9637794376001,3,3,NEC,Nothing
236,1410.9637794376001,1422.9381864133,1,3,NEC,Nothing
237,1419.9381864133,1430.0616367932,1,4,NEC,Nothing
238,1443.1478805158,1448.8279775704,1,4,NEC,Nothing
239,1445.8279775704,1455.7955377411,2,4,NEC,Nothing
240,1469.3447146985998,1479.1922787006,2,1, TEG,Nothing
241,1476.1922787006,1488.211103654,2,3, TEG,Nothing
242,1485.211103654,1492.3209770089002,3,3, TEG,Nothing
243,1489.3209770089002,1499.5526156653,2,2, TEG,Nothing
244,1496.5526156653,1504.9100248482998,2,3, TEG,Nothing
245,1501.9100248482998,1509.2539522107002,2,2, TEG,Nothing
246,1506.2539522107002,1511.2123020232998,2,3, TEG,Nothing
247,1508.2123020232998,1515.6280230021,3,3, TEG,Nothing
248,1512.6280230021,1522.8597141707999,2,2, TEG,Nothing
249,1519.8597141707999,1534.1127155135998,1,3, TEG,Nothing
250,1531.1127155135998,1544.717580418,2,3, TEG,Nothing
251,1541.717580418,1551.4989898280999,3,3, TEG,Nothing
252,1548.4989898280999,1553.4829839448998,2,3, TEG,Nothing
253,1551.1469079086999,1558.2085331506,2,2,NEC,Nothing
254,1555.2085331506,1566.9442315914002,3,2,NEC,Nothing
255,1563.9442315914002,1573.3173979007001,1,2,NEC,Nothing
256,1570.3173979007001,1578.3243666601002,2,2,NEC,Nothing
257,1575.3243666601002,1582.4522562335,1,2,NEC,Nothing
258,1579.4522562335,1590.9294647207998,2,2,NEC,Nothing
259,1587.9294647207998,1593.7773705614002,1,2,NEC,Nothing
260,1590.7773705614002,1605.7814810648001,1,3,NEC,Nothing
261,1602.7814810648001,1612.3555299710001,2,4,NEC,Nothing
262,1649.346122936,1657.1134845556,2,3,NEC,Nothing
263,1654.1134845556,1665.2622113288,2,4,NEC,Nothing
264,1673.8037599984,1685.1955114868,2,1, TEG,Nothing
265,1682.1955114868,1686.3210162548999,2,3, TEG,Nothing
266,1684.4808207279,1689.4008377220002,2,3,NEC,Nothing
267,1686.7128472358,1690.4487331245002,2,2, TEG,Nothing
268,1687.4487331245002,1695.9525011020999,2,1, TEG,Nothing
269,1693.53373133,1699.8698675096,2,2,NEC,Nothing
270,1717.0610056591001,1725.4607689601,2,3, TEG,Nothing
271,1722.8926716567,1727.775500725,2,1,NEC,Nothing
272,1724.775500725,1731.1754308541001,1,2,NEC,Nothing
273,1728.9593727095,1732.9352756976,3,2, TEG,Nothing
274,1730.2232948651001,1735.64725733,2,1, TEG,Nothing
275,1732.9352764976002,1741.7647452222,3,2, TEG,Nothing
276,1738.7647452222,1747.4283140020002,2,2, TEG,Nothing
277,1744.4283140020002,1754.3574805472,1,3, TEG,Nothing
278,1754.3574813472,1759.0812723702,1,3, TEG,Nothing
279,1756.0812723702,1761.5189271047,1,4, TEG,Nothing
280,1758.5189271047,1762.1628637493,2,4, TEG,Nothing
281,1759.8148633407002,1764.5108649579001,2,3, TEG,Nothing
282,1762.1628645493,1770.9003111393,2,4, TEG,Nothing
283,1769.1401646156,1773.9880327795001,2,1,NEC,Nothing
284,1770.9880327795001,1775.7160974960998,2,2,NEC,Nothing
285,1773.9719251495999,1777.5797958335002,2,3, TEG,Nothing
286,1774.5797958335002,1777.6079423934,2,2, TEG,Nothing
287,1777.6079431934,1790.3155155437,2,2, TEG,Nothing
288,1787.3155155437,1798.9585967132998,2,1, TEG,Nothing
289,1795.9585967132998,1805.1022325839,2,2, TEG,Nothing
290,1802.1022325839,1807.2593350908999,1,3, TEG,Nothing
291,1804.2593350908999,1809.0114192403,1,4, TEG,Nothing
292,1806.0114192403,1816.0350048371,2,4, TEG,Nothing
293,1841.6317174557,1847.2794432632998,3,4, TEG,Nothing
294,1844.2794432632998,1854.8103408945,2,4, TEG,Nothing
295,1855.1620327873002,1859.4233691142,2,1,NEC,Nothing
296,1856.4233691142,1862.2552452816,1,1,NEC,Nothing
297,1859.2552452816,1868.7188608481,1,2,NEC,Nothing
298,1866.9470037299,1872.9868982748,3,2, TEG,Nothing
299,1870.8348315396,1874.4747277935999,1,3,NEC,Nothing
300,1872.4268071932001,1876.522649194,2,3,NEC,Nothing
301,1874.4747285935998,1880.0025643667002,1,3,NEC,Nothing
302,1877.8331441978,1889.4570246177,2,2, TEG,Nothing
303,1893.4547745747,1905.1026043057998,3,2, TEG,Nothing
304,1902.1026043057998,1907.5232554821,3,3, TEG,Nothing
305,1904.5232554821,1910.8189932331,2,3, TEG,Nothing
306,1907.8189932331,1915.1148294642,1,4, TEG,Nothing
307,1912.1148294642,1917.6884104976,2,4, TEG,Nothing
308,1917.6724720193,1923.5203492976998,2,1,NEC,Nothing
309,1920.5203492976998,1933.8134817256,2,2,NEC,Nothing
310,1930.8134817256,1936.6614136329001,2,3,NEC,Nothing
311,1933.6614136329001,1942.7628147579999,1,3,NEC,Nothing
312,1939.7628147579999,1953.0320494819,1,2,NEC,Nothing
313,1950.4800246123998,1965.7836257929998,2,2, TEG,Nothing
314,1962.7836257929998,1970.7007711518,2,3, TEG,Nothing
315,1967.7007711518,1971.876773278,3,2, TEG,Nothing
316,1968.876773278,1978.4844954239002,2,2, TEG,Nothing
317,1975.4844954239002,1983.4806229304002,3,3, TEG,Nothing
318,1980.4806229304002,1989.5922693184,3,4, TEG,Nothing
