;start;end;code;label.0;label.1;label.2;label.3;label.4;label.5;label.6;label.7;label.8;label.9;label.10;label.11;label.12;label.13;label.14;label.15;label.16;label.17;label.18;label.19;label.20;label.21;label.22;label.23;label.24;label.25;label.26;label.27;label.28;label.29;label.30;label.31;label.32;label.33;label.34;label.35;label.36;label.37;label.38;label.39;label.40;label.41;label.42;label.43;label.44;label.45;label.46;label.47;label.48;label.49;label.50;label.51;label.52;label.53;label.54;label.55;label.56;label.57;label.58;label.59;label.60;label.61;label.62;label.63;label.64;label.65;label.66;label.67;label.68;label.69;label.70;label.71
1268;2.858.857.068.173;28.737.050.961.804;feaf75270e9c46178b6b36507d9576da;['Van speler'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1269;28.595.847.537.759.000;28.649.931.076.909;M3 TEG;['Rendement', 'Balwinst'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1270;28.607.050.961.804;28.743.289.956.402;gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA==;['Van speler', 'feaf75270e9c46178b6b36507d9576da'];['Naar speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1271;28.609.931.076.909;2.870.552.876.002;NEC;['Startzone NEC', 'M3 TEG'];['Naar speler', 'feaf75270e9c46178b6b36507d9576da'];['Van speler'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Van speler', 'feaf75270e9c46178b6b36507d9576da'];['Naar speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Naar zone', 'L3 NEC'];['Naar zone', 'L2 NEC'];['Rendement', 'Balverlies'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1272;28.613.289.956.402;2.876.552.876.002;gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ==;['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Naar zone', 'L3 NEC'];['Naar zone', 'L2 NEC'];['Rendement', 'Balverlies'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1273;28.629.931.076.909;2.870.552.876.002;OMSCH aanvallen;['Startzone NEC', 'M3 TEG'];['Naar speler', 'feaf75270e9c46178b6b36507d9576da'];['Van speler'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Van speler', 'feaf75270e9c46178b6b36507d9576da'];['Naar speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Naar zone', 'L3 NEC'];['Naar zone', 'L2 NEC'];['Rendement', 'Balverlies'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274;28.629.931.076.909;28.669.931.076.909;Balwinst;['Startzone NEC', 'M3 TEG'];['Naar speler', 'feaf75270e9c46178b6b36507d9576da'];['Van speler'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1275;28.639.931.076.909;28.649.931.076.909;Start;['Startzone NEC', 'M3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1276;28.657.849.334.884.000;28.692.651.321.446.900;L3 NEC;['Naar zone', 'L2 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1277;28.662.651.321.446.900;2.870.552.876.002;L2 NEC;['Rendement', 'Balverlies'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1278;2.866.552.876.002;28.700.207.904.678.900;TEG;['Startzone TEG', 'L2 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1279;2.868.552.876.002;28.710.648.533.569;OMSCH verdedigen;['Startzone TEG', 'L2 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;2.868.552.876.002;2.872.552.876.002;Balverlies;['Startzone TEG', 'L2 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1281;28.700.207.912.678.900;29.238.247.687.046.900;TEG;['Naar zone', 'R2 TEG'];['Start', 'Inbal'];['Naar zone', 'M2 TEG'];['Naar zone', 'L2 TEG'];['Naar zone', 'M2 TEG'];['Storen NEC', 'Compact'];['Naar zone', 'R2 TEG'];['Naar zone', 'M2 TEG'];['Naar zone', 'M3 TEG'];['Naar zone', 'L3 TEG'];['Naar zone', 'L4 TEG'];['Rendement', 'Voorzet'];['Naar zone', 'M4 TEG'];['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];['Rendement', 'Corner'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1282;28.709.767.283.789;29.238.247.687.046.900;Verdedigen;['Naar zone', 'R2 TEG'];['Start', 'Inbal'];['Naar zone', 'M2 TEG'];['Naar zone', 'L2 TEG'];['Naar zone', 'M2 TEG'];['Storen NEC', 'Compact'];['Naar zone', 'R2 TEG'];['Naar zone', 'M2 TEG'];['Naar zone', 'M3 TEG'];['Naar zone', 'L3 TEG'];['Naar zone', 'L4 TEG'];['Rendement', 'Voorzet'];['Naar zone', 'M4 TEG'];['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];['Rendement', 'Corner'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1283;28.756.970.260.019;28.876.970.260.019;Inworp TEG;['Start', 'Inbal'];['Naar zone', 'M2 TEG'];['Naar zone', 'L2 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1284;28.759.691.029.009.900;28.841.448.163.395.000;R2 TEG;['Start', 'Inbal'];['Naar zone', 'M2 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1285;28.811.448.163.395.000;28.855.693.485.312;M2 TEG;['Naar zone', 'L2 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1286;28.825.693.485.312;28.902.250.461;L2 TEG;['Naar zone', 'M2 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1287;28.872.250.461;28.995.926.855.053.000;M2 TEG;['Storen NEC', 'Compact'];['Naar zone', 'R2 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1288;28.898.009.476.221.900;29.156.171.349.703.000;VERD. Compact NEC;['Storen NEC', 'Compact'];['Naar zone', 'R2 TEG'];['Naar zone', 'M2 TEG'];['Naar zone', 'M3 TEG'];['Naar zone', 'L3 TEG'];['Naar zone', 'L4 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1289;28.965.926.855.053.000;29.029.612.168.471.000;R2 TEG;['Naar zone', 'M2 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1290;28.999.612.168.471.000;29.098.810.421.632;M2 TEG;['Naar zone', 'M3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1291;29.039.849.670.181;29.239.849.670.181;Kans TEG;['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];['Rendement', 'Corner'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1292;29.056.171.349.703.000;29.256.171.349.703.000;Voorzet TEG;['Rendement', 'Voorzet'];['Naar zone', 'M4 TEG'];['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];['Rendement', 'Corner'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1293;29.068.810.421.632;29.116.332.434.495.000;M3 TEG;['Naar zone', 'L3 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1294;2908.55;2918.57; VOORZETTEN keeper;['TPE'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1295;29.086.332.434.495.000;29.136.732.040.621.900;L3 TEG;['Naar zone', 'L4 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1296;29.106.732.040.621.900;29.176.331.562.469;L4 TEG;['Rendement', 'Voorzet'];['Naar zone', 'M4 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1297;29.146.331.562.469;29.238.247.687.046.900;M4 TEG;['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];['Rendement', 'Corner'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1298;2939.37;2957.69;CORNER keeper;['TPE'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1299;29.451.530.313.313;29.651.530.313.313;Kans TEG;['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300;2.949.175.926.142;29.620.648.908.462;TEG;['Naar zone', 'R4 TEG'];['Naar zone', 'M4 TEG'];['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301;29.503.519.020.415.900;29.653.519.020.415.900;Corner TEG;['Naar zone', 'M4 TEG'];['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1302;2.951.175.926.142;29.620.648.908.462;Verdedigen;['Naar zone', 'R4 TEG'];['Naar zone', 'M4 TEG'];['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303;29.515.679.459.318;29.569.278.370.824;R4 TEG;['Naar zone', 'M4 TEG'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1304;29.539.278.370.824;29.620.648.908.462;M4 TEG;['Betrokken', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Betrokken', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Kans'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1305;29.635.251.005.953.900;29.984.410.351.791;gAAAAABYrzOUxpK7Ty_lFmmkplhGe7plHNBAeJhfYd3JY4Mj5sBwCIA0KMn23NWG9HLgJcN8Wm1ALShGKEWMLpmgc3FnQAk1mw==;['Storen TEG', 'Vast zetten'];['Start', 'KP trap'];['Naar zone', 'M3 NEC'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1306;29.653.605.348.094;3.009.128.784.039;NEC;['Naar zone', 'M1 NEC'];['Naar speler', 'gAAAAABYrzOUxpK7Ty_lFmmkplhGe7plHNBAeJhfYd3JY4Mj5sBwCIA0KMn23NWG9HLgJcN8Wm1ALShGKEWMLpmgc3FnQAk1mw=='];['Storen TEG', 'Vast zetten'];['Start', 'KP trap'];['Naar zone', 'M3 NEC'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOUxpK7Ty_lFmmkplhGe7plHNBAeJhfYd3JY4Mj5sBwCIA0KMn23NWG9HLgJcN8Wm1ALShGKEWMLpmgc3FnQAk1mw=='];['Aanvallen NEC', 'Lange pass'];['Naar zone', 'M4 NEC'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Naar zone', 'L4 NEC'];['Naar speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Rendement', 'Voorzet'];['Naar zone', 'M4 NEC'];['Naar speler', 'gAAAAABYrzOU_m3cv0-Mq0cAMfKcJ6PZ09fQgxq6iILsRdDLnA2dMrbRoZyMYM5lMtX3tZLG_Svn5vlJG4wwwhUHT-dJt4yblA=='];['Van speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Rendement', 'Balverlies'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1307;29.669.730.905.259.000;29.909.323.097.464.000;M1 NEC;['Naar speler', 'gAAAAABYrzOUxpK7Ty_lFmmkplhGe7plHNBAeJhfYd3JY4Mj5sBwCIA0KMn23NWG9HLgJcN8Wm1ALShGKEWMLpmgc3FnQAk1mw=='];['Storen TEG', 'Vast zetten'];['Start', 'KP trap'];['Naar zone', 'M3 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1308;29.673.605.348.094;3.009.128.784.039;Aanvallen;['Naar zone', 'M1 NEC'];['Naar speler', 'gAAAAABYrzOUxpK7Ty_lFmmkplhGe7plHNBAeJhfYd3JY4Mj5sBwCIA0KMn23NWG9HLgJcN8Wm1ALShGKEWMLpmgc3FnQAk1mw=='];['Storen TEG', 'Vast zetten'];['Start', 'KP trap'];['Naar zone', 'M3 NEC'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOUxpK7Ty_lFmmkplhGe7plHNBAeJhfYd3JY4Mj5sBwCIA0KMn23NWG9HLgJcN8Wm1ALShGKEWMLpmgc3FnQAk1mw=='];['Aanvallen NEC', 'Lange pass'];['Naar zone', 'M4 NEC'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Naar zone', 'L4 NEC'];['Naar speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Rendement', 'Voorzet'];['Naar zone', 'M4 NEC'];['Naar speler', 'gAAAAABYrzOU_m3cv0-Mq0cAMfKcJ6PZ09fQgxq6iILsRdDLnA2dMrbRoZyMYM5lMtX3tZLG_Svn5vlJG4wwwhUHT-dJt4yblA=='];['Van speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Rendement', 'Balverlies'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1309;29.676.770.751.902.000;30.051.930.519.349;VERD. Vast zetten TEG;['Storen TEG', 'Vast zetten'];['Start', 'KP trap'];['Naar zone', 'M3 NEC'];['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOUxpK7Ty_lFmmkplhGe7plHNBAeJhfYd3JY4Mj5sBwCIA0KMn23NWG9HLgJcN8Wm1ALShGKEWMLpmgc3FnQAk1mw=='];['Aanvallen NEC', 'Lange pass'];['Naar zone', 'M4 NEC'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];['Van speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Naar zone', 'L4 NEC'];['Naar speler', 'gAAAAABYrzOUx70t7JKQR_R_qB_fAsAQ_kssPG0dUdL65VwJwkYRyU-pgO2G2z352X3ke-Lnug_HD8rZu7oi0TLSthtXJAkAEQ=='];['Van speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310;29.683.605.348.094;29.693.605.348.094;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1311;2969.21;2990.32; OPBOUW keeper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1312;29.854.410.351.791;300.453.679.924;gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ==;['Van speler', 'gAAAAABYrzOUxpK7Ty_lFmmkplhGe7plHNBAeJhfYd3JY4Mj5sBwCIA0KMn23NWG9HLgJcN8Wm1ALShGKEWMLpmgc3FnQAk1mw=='];['Aanvallen NEC', 'Lange pass'];['Naar zone', 'M4 NEC'];['Naar speler', 'gAAAAABYrzOUMgnciHmdSQ6RCk1EYJoHRHp1Now5y4xL0VSlIuCHvlcyCVikh8HmS6qWQ1XYt1z525pODwIazSW5Vfop24cpYA=='];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1313;29.879.323.097.464.000;29.968.409.200.245;M3 NEC;['Naar speler', 'gAAAAABYrzOUCFm6Bomi2VGE_iRXHdIQjqXIfnAuYWfxtFhYV9CpD2JvtQcJqYfC2yxRxrBX_m13f_z9_L-YqSrSJRdSuUFYpQ=='];['Van speler', 'gAAAAABYrzOUxpK7Ty_lFmmkplhGe7plHNBAeJhfYd3JY4Mj5sBwCIA0KMn23NWG9HLgJcN8Wm1ALShGKEWMLpmgc3FnQAk1mw=='];['Aanvallen NEC', 'Lange pass'];['Naar zone', 'M4 NEC'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
